Path	Sample Name	Phenotype	Cell ID	Total Cells	Cell Density (per megapixel)	Cell X Position	Cell Y Position	Process Region ID	Distance from Process Region Edge (pixels)	Nucleus Area (pixels)	Nucleus Area (percent)	Nucleus Compactness	Nucleus Minor Axis	Nucleus Major Axis	Nucleus Axis Ratio	Nucleus CD90 (Opal 520) Min (Normalized Counts, Total Weighting)	Nucleus CD90 (Opal 520) Mean (Normalized Counts, Total Weighting)	Nucleus CD90 (Opal 520) Max (Normalized Counts, Total Weighting)	Nucleus CD90 (Opal 520) Std Dev (Normalized Counts, Total Weighting)	Nucleus CD90 (Opal 520) Total (Normalized Counts, Total Weighting)	Nucleus CD34 (Opal 690) Min (Normalized Counts, Total Weighting)	Nucleus CD34 (Opal 690) Mean (Normalized Counts, Total Weighting)	Nucleus CD34 (Opal 690) Max (Normalized Counts, Total Weighting)	Nucleus CD34 (Opal 690) Std Dev (Normalized Counts, Total Weighting)	Nucleus CD34 (Opal 690) Total (Normalized Counts, Total Weighting)	Nucleus CD38 (Opal 670) Min (Normalized Counts, Total Weighting)	Nucleus CD38 (Opal 670) Mean (Normalized Counts, Total Weighting)	Nucleus CD38 (Opal 670) Max (Normalized Counts, Total Weighting)	Nucleus CD38 (Opal 670) Std Dev (Normalized Counts, Total Weighting)	Nucleus CD38 (Opal 670) Total (Normalized Counts, Total Weighting)	Nucleus Nuclei (DAPI Opal) Min (Normalized Counts, Total Weighting)	Nucleus Nuclei (DAPI Opal) Mean (Normalized Counts, Total Weighting)	Nucleus Nuclei (DAPI Opal) Max (Normalized Counts, Total Weighting)	Nucleus Nuclei (DAPI Opal) Std Dev (Normalized Counts, Total Weighting)	Nucleus Nuclei (DAPI Opal) Total (Normalized Counts, Total Weighting)	Nucleus Background (Autofluorescence) Min (Normalized Counts, Total Weighting)	Nucleus Background (Autofluorescence) Mean (Normalized Counts, Total Weighting)	Nucleus Background (Autofluorescence) Max (Normalized Counts, Total Weighting)	Nucleus Background (Autofluorescence) Std Dev (Normalized Counts, Total Weighting)	Nucleus Background (Autofluorescence) Total (Normalized Counts, Total Weighting)	Membrane Area (pixels)	Membrane Area (percent)	Membrane Compactness	Membrane Minor Axis	Membrane Major Axis	Membrane Axis Ratio	Membrane CD90 (Opal 520) Min (Normalized Counts, Total Weighting)	Membrane CD90 (Opal 520) Mean (Normalized Counts, Total Weighting)	Membrane CD90 (Opal 520) Max (Normalized Counts, Total Weighting)	Membrane CD90 (Opal 520) Std Dev (Normalized Counts, Total Weighting)	Membrane CD90 (Opal 520) Total (Normalized Counts, Total Weighting)	Membrane CD34 (Opal 690) Min (Normalized Counts, Total Weighting)	Membrane CD34 (Opal 690) Mean (Normalized Counts, Total Weighting)	Membrane CD34 (Opal 690) Max (Normalized Counts, Total Weighting)	Membrane CD34 (Opal 690) Std Dev (Normalized Counts, Total Weighting)	Membrane CD34 (Opal 690) Total (Normalized Counts, Total Weighting)	Membrane CD38 (Opal 670) Min (Normalized Counts, Total Weighting)	Membrane CD38 (Opal 670) Mean (Normalized Counts, Total Weighting)	Membrane CD38 (Opal 670) Max (Normalized Counts, Total Weighting)	Membrane CD38 (Opal 670) Std Dev (Normalized Counts, Total Weighting)	Membrane CD38 (Opal 670) Total (Normalized Counts, Total Weighting)	Membrane Nuclei (DAPI Opal) Min (Normalized Counts, Total Weighting)	Membrane Nuclei (DAPI Opal) Mean (Normalized Counts, Total Weighting)	Membrane Nuclei (DAPI Opal) Max (Normalized Counts, Total Weighting)	Membrane Nuclei (DAPI Opal) Std Dev (Normalized Counts, Total Weighting)	Membrane Nuclei (DAPI Opal) Total (Normalized Counts, Total Weighting)	Membrane Background (Autofluorescence) Min (Normalized Counts, Total Weighting)	Membrane Background (Autofluorescence) Mean (Normalized Counts, Total Weighting)	Membrane Background (Autofluorescence) Max (Normalized Counts, Total Weighting)	Membrane Background (Autofluorescence) Std Dev (Normalized Counts, Total Weighting)	Membrane Background (Autofluorescence) Total (Normalized Counts, Total Weighting)	Entire Cell Area (pixels)	Entire Cell Area (percent)	Entire Cell Compactness	Entire Cell Minor Axis	Entire Cell Major Axis	Entire Cell Axis Ratio	Entire Cell CD90 (Opal 520) Min (Normalized Counts, Total Weighting)	Entire Cell CD90 (Opal 520) Mean (Normalized Counts, Total Weighting)	Entire Cell CD90 (Opal 520) Max (Normalized Counts, Total Weighting)	Entire Cell CD90 (Opal 520) Std Dev (Normalized Counts, Total Weighting)	Entire Cell CD90 (Opal 520) Total (Normalized Counts, Total Weighting)	Entire Cell CD34 (Opal 690) Min (Normalized Counts, Total Weighting)	Entire Cell CD34 (Opal 690) Mean (Normalized Counts, Total Weighting)	Entire Cell CD34 (Opal 690) Max (Normalized Counts, Total Weighting)	Entire Cell CD34 (Opal 690) Std Dev (Normalized Counts, Total Weighting)	Entire Cell CD34 (Opal 690) Total (Normalized Counts, Total Weighting)	Entire Cell CD38 (Opal 670) Min (Normalized Counts, Total Weighting)	Entire Cell CD38 (Opal 670) Mean (Normalized Counts, Total Weighting)	Entire Cell CD38 (Opal 670) Max (Normalized Counts, Total Weighting)	Entire Cell CD38 (Opal 670) Std Dev (Normalized Counts, Total Weighting)	Entire Cell CD38 (Opal 670) Total (Normalized Counts, Total Weighting)	Entire Cell Nuclei (DAPI Opal) Min (Normalized Counts, Total Weighting)	Entire Cell Nuclei (DAPI Opal) Mean (Normalized Counts, Total Weighting)	Entire Cell Nuclei (DAPI Opal) Max (Normalized Counts, Total Weighting)	Entire Cell Nuclei (DAPI Opal) Std Dev (Normalized Counts, Total Weighting)	Entire Cell Nuclei (DAPI Opal) Total (Normalized Counts, Total Weighting)	Entire Cell Background (Autofluorescence) Min (Normalized Counts, Total Weighting)	Entire Cell Background (Autofluorescence) Mean (Normalized Counts, Total Weighting)	Entire Cell Background (Autofluorescence) Max (Normalized Counts, Total Weighting)	Entire Cell Background (Autofluorescence) Std Dev (Normalized Counts, Total Weighting)	Entire Cell Background (Autofluorescence) Total (Normalized Counts, Total Weighting)	Lab ID	Slide ID	TMA Sector	TMA Row	TMA Column	TMA Field	Confidence	inForm 2.2.6004.14667
D:\Data\Vectra3\Park multiplex\MP-H2O2-4\Scan1\MSI	MP-H2O2-4_[57924,15387].im3	DAPI	1			1474	17	#N/A	#N/A	92	0.00 %	0.80	10.01	11.01	1.10	0.000	0.007	0.091	0.014	0.646	0.000	0.020	0.097	0.024	1.879	0.011	0.102	0.216	0.041	9.391	2.537	12.048	22.342	5.536	1108.423	0.336	1.090	1.621	0.331	100.307	77	0.00 %	0.16	25.83	26.91	1.04	0.000	0.011	0.167	0.022	0.817	0.000	0.010	0.070	0.015	0.747	0.000	0.040	0.117	0.028	3.088	0.179	0.666	3.775	0.554	51.269	0.126	0.373	1.433	0.286	28.751	169	0.00 %	0.16	25.84	26.91	1.04	0.000	0.009	0.167	0.018	1.462	0.000	0.016	0.097	0.021	2.626	0.000	0.074	0.216	0.047	12.480	0.179	6.862	22.342	7.005	1159.692	0.126	0.764	1.621	0.474	129.058		MP-H2O2-4	0	0	0	0	68.87 %	
D:\Data\Vectra3\Park multiplex\MP-H2O2-4\Scan1\MSI	MP-H2O2-4_[57924,15387].im3	DAPI	2			1632	26	#N/A	#N/A	164	0.00 %	0.66	13.02	17.00	1.31	0.000	0.006	0.057	0.012	0.926	0.000	0.103	0.305	0.063	16.969	0.146	0.414	0.727	0.112	67.901	3.551	10.152	17.326	3.130	1664.911	1.498	3.453	5.743	0.961	566.274	77	0.00 %	0.16	23.20	29.65	1.28	0.000	0.028	0.189	0.039	2.144	0.000	0.034	0.202	0.044	2.609	0.010	0.212	0.514	0.147	16.342	0.245	2.192	18.397	3.109	168.759	0.173	1.593	4.549	1.159	122.691	241	0.00 %	0.18	23.18	29.66	1.28	0.000	0.013	0.189	0.026	3.070	0.000	0.081	0.305	0.066	19.578	0.010	0.350	0.727	0.155	84.243	0.245	7.609	18.397	4.852	1833.670	0.173	2.859	5.743	1.344	688.965		MP-H2O2-4	0	0	0	0	50.65 %	
D:\Data\Vectra3\Park multiplex\MP-H2O2-4\Scan1\MSI	MP-H2O2-4_[57924,15387].im3	DAPI	3			1494	32	#N/A	#N/A	93	0.00 %	0.73	10.22	11.62	1.14	0.000	0.018	0.065	0.017	1.714	0.000	0.021	0.098	0.025	1.943	0.027	0.106	0.234	0.040	9.835	2.108	12.323	20.370	5.215	1146.033	0.478	0.917	1.323	0.183	85.244	75	0.00 %	0.17	26.50	26.52	1.00	0.000	0.005	0.023	0.006	0.345	0.000	0.012	0.071	0.017	0.930	0.000	0.050	0.192	0.039	3.757	0.285	1.156	8.630	1.546	86.708	0.151	0.397	1.392	0.311	29.768	168	0.00 %	0.16	26.48	26.52	1.00	0.000	0.012	0.065	0.015	2.059	0.000	0.017	0.098	0.022	2.873	0.000	0.081	0.234	0.048	13.592	0.285	7.338	20.370	6.859	1232.740	0.151	0.685	1.392	0.358	115.012		MP-H2O2-4	0	0	0	0	78.37 %	
D:\Data\Vectra3\Park multiplex\MP-H2O2-4\Scan1\MSI	MP-H2O2-4_[57924,15387].im3	DAPI	4			1785	36	#N/A	#N/A	193	0.00 %	0.54	15.86	17.26	1.09	0.000	0.038	0.231	0.031	7.302	0.000	0.023	0.099	0.024	4.414	0.110	0.274	0.474	0.061	52.975	4.079	19.483	37.081	8.098	3760.249	0.859	1.718	2.842	0.288	331.523	75	0.00 %	0.17	23.81	26.18	1.10	0.000	0.023	0.071	0.020	1.724	0.000	0.018	0.112	0.028	1.362	0.021	0.207	0.606	0.150	15.492	0.382	4.432	25.038	5.541	332.407	0.164	1.251	3.322	0.954	93.847	263	0.00 %	0.18	23.78	26.17	1.10	0.000	0.034	0.231	0.029	8.893	0.000	0.022	0.112	0.026	5.667	0.021	0.255	0.606	0.100	66.999	0.382	15.329	37.081	10.131	4031.470	0.164	1.578	3.322	0.599	415.113		MP-H2O2-4	0	0	0	0	78.19 %	
D:\Data\Vectra3\Park multiplex\MP-H2O2-4\Scan1\MSI	MP-H2O2-4_[57924,15387].im3	DAPI	5			1650	38	#N/A	#N/A	278	0.00 %	0.39	15.15	30.73	2.03	0.000	0.031	0.146	0.021	8.690	0.000	0.031	0.133	0.031	8.533	0.146	0.299	0.579	0.061	83.226	5.004	23.169	39.505	7.842	6440.926	1.478	2.193	2.956	0.259	609.672	95	0.00 %	0.13	24.94	32.22	1.29	0.000	0.033	0.135	0.030	3.166	0.000	0.030	0.150	0.033	2.826	0.017	0.233	0.514	0.118	22.148	0.490	7.170	27.079	7.393	681.153	0.179	1.629	2.996	0.801	154.759	359	0.00 %	0.16	24.94	32.21	1.29	0.000	0.032	0.146	0.024	11.400	0.000	0.030	0.150	0.031	10.790	0.017	0.281	0.579	0.085	100.868	0.490	19.229	39.505	10.515	6903.198	0.179	2.038	2.996	0.527	731.626		MP-H2O2-4	0	0	0	0	83.29 %	
D:\Data\Vectra3\Park multiplex\MP-H2O2-4\Scan1\MSI	MP-H2O2-4_[57924,15387].im3	DAPI	6			1663	38	#N/A	#N/A	117	0.00 %	0.69	12.31	12.33	1.00	0.000	0.050	0.207	0.044	5.898	0.000	0.025	0.124	0.028	2.916	0.051	0.196	0.362	0.070	22.898	5.704	24.289	38.075	9.001	2841.871	0.404	1.437	2.215	0.407	168.078	57	0.00 %	0.22	19.33	20.71	1.07	0.000	0.032	0.285	0.045	1.832	0.000	0.018	0.124	0.028	1.024	0.001	0.153	0.362	0.111	8.694	0.438	4.586	21.808	6.097	261.375	0.190	1.170	2.665	0.845	66.711	166	0.00 %	0.23	19.32	20.73	1.07	0.000	0.044	0.285	0.046	7.351	0.000	0.022	0.124	0.027	3.683	0.001	0.177	0.362	0.086	29.353	0.438	17.856	38.075	12.600	2964.033	0.190	1.320	2.665	0.596	219.073		MP-H2O2-4	0	0	0	0	82.21 %	
D:\Data\Vectra3\Park multiplex\MP-H2O2-4\Scan1\MSI	MP-H2O2-4_[57924,15387].im3	DAPI	7			1430	38	#N/A	#N/A	114	0.00 %	0.68	10.05	15.01	1.49	0.000	0.001	0.036	0.004	0.133	0.000	0.043	0.328	0.055	4.876	0.000	0.213	0.414	0.075	24.272	4.189	16.407	33.100	7.914	1870.412	0.702	2.864	8.626	1.464	326.519	74	0.00 %	0.17	20.49	30.22	1.47	0.000	0.005	0.050	0.010	0.361	0.000	0.045	0.283	0.059	3.365	0.000	0.147	0.596	0.132	10.894	0.184	1.930	8.268	1.695	142.795	0.197	1.929	8.800	2.498	142.718	188	0.00 %	0.16	20.46	30.23	1.48	0.000	0.003	0.050	0.007	0.493	0.000	0.044	0.328	0.056	8.240	0.000	0.187	0.596	0.106	35.167	0.184	10.709	33.100	9.448	2013.207	0.197	2.496	8.800	1.985	469.237		MP-H2O2-4	0	0	0	0	70.61 %	
D:\Data\Vectra3\Park multiplex\MP-H2O2-4\Scan1\MSI	MP-H2O2-4_[57924,15387].im3	DAPI	8			1798	38	#N/A	#N/A	107	0.00 %	0.58	11.39	13.67	1.20	0.000	0.022	0.079	0.016	2.351	0.000	0.018	0.146	0.028	1.959	0.230	0.346	0.498	0.055	37.020	3.569	12.697	23.494	5.471	1358.588	1.626	2.358	4.283	0.659	252.355	50	0.00 %	0.25	16.74	17.93	1.07	0.000	0.030	0.081	0.019	1.515	0.000	0.017	0.112	0.026	0.875	0.253	0.398	0.735	0.092	19.895	1.078	5.316	13.034	3.601	265.798	1.368	2.530	4.695	0.965	126.493	141	0.00 %	0.30	16.73	17.92	1.07	0.000	0.024	0.081	0.018	3.396	0.000	0.016	0.146	0.026	2.267	0.230	0.364	0.735	0.075	51.305	1.078	10.527	23.494	6.249	1484.372	1.368	2.411	4.695	0.794	340.001		MP-H2O2-4	0	0	0	0	81.21 %	
D:\Data\Vectra3\Park multiplex\MP-H2O2-4\Scan1\MSI	MP-H2O2-4_[57924,15387].im3	DAPI	9			1580	40	#N/A	#N/A	225	0.00 %	0.45	14.98	24.85	1.66	0.000	0.021	0.108	0.020	4.638	0.000	0.037	0.139	0.034	8.256	0.061	0.270	0.539	0.088	60.660	3.132	13.109	29.915	5.929	2949.458	0.965	2.064	3.346	0.525	464.432	95	0.00 %	0.13	28.39	31.44	1.11	0.000	0.027	0.161	0.032	2.523	0.000	0.026	0.123	0.030	2.449	0.000	0.158	0.413	0.120	15.001	0.219	2.133	12.866	2.777	202.644	0.188	1.115	2.800	0.860	105.892	320	0.00 %	0.14	28.61	31.21	1.09	0.000	0.022	0.161	0.024	7.162	0.000	0.033	0.139	0.033	10.705	0.000	0.236	0.539	0.111	75.661	0.219	9.850	29.915	7.224	3152.102	0.188	1.782	3.346	0.775	570.325		MP-H2O2-4	0	0	0	0	78.33 %	
D:\Data\Vectra3\Park multiplex\MP-H2O2-4\Scan1\MSI	MP-H2O2-4_[57924,15387].im3	DAPI	10			1214	43	#N/A	#N/A	90	0.00 %	0.71	10.91	10.93	1.00	0.000	0.001	0.021	0.003	0.057	0.000	0.074	0.152	0.041	6.705	0.000	0.038	0.152	0.046	3.382	2.108	8.248	18.476	3.939	742.328	0.666	1.978	2.662	0.436	178.062	69	0.00 %	0.18	23.64	25.30	1.07	0.000	0.003	0.019	0.004	0.202	0.000	0.016	0.128	0.025	1.115	0.000	0.040	0.217	0.038	2.751	0.021	0.492	0.998	0.197	33.950	0.176	0.499	2.338	0.527	34.417	159	0.00 %	0.17	23.68	25.28	1.07	0.000	0.002	0.021	0.004	0.259	0.000	0.049	0.152	0.045	7.820	0.000	0.039	0.217	0.043	6.133	0.021	4.882	18.476	4.861	776.278	0.176	1.336	2.662	0.876	212.479		MP-H2O2-4	0	0	0	0	76.03 %	
D:\Data\Vectra3\Park multiplex\MP-H2O2-4\Scan1\MSI	MP-H2O2-4_[57924,15387].im3	DAPI	11			1611	45	#N/A	#N/A	161	0.00 %	0.60	13.00	17.00	1.31	0.000	0.031	0.120	0.019	4.966	0.000	0.024	0.103	0.027	3.845	0.152	0.261	0.369	0.043	42.095	5.972	16.857	31.419	6.748	2713.943	1.729	2.026	2.311	0.105	326.191	75	0.00 %	0.17	25.61	25.98	1.01	0.001	0.054	0.137	0.032	4.038	0.000	0.024	0.126	0.026	1.774	0.155	0.263	0.424	0.056	19.688	0.554	5.249	16.838	4.912	393.712	1.895	2.093	2.469	0.106	156.970	227	0.00 %	0.21	25.62	25.98	1.01	0.000	0.038	0.137	0.026	8.663	0.000	0.024	0.126	0.027	5.537	0.152	0.261	0.424	0.048	59.162	0.554	13.204	31.419	8.381	2997.246	1.729	2.045	2.469	0.110	464.249		MP-H2O2-4	0	0	0	0	80.14 %	
D:\Data\Vectra3\Park multiplex\MP-H2O2-4\Scan1\MSI	MP-H2O2-4_[57924,15387].im3	DAPI	12			1801	47	#N/A	#N/A	93	0.00 %	0.51	11.66	12.29	1.05	0.000	0.031	0.081	0.019	2.909	0.000	0.012	0.085	0.021	1.125	0.227	0.338	0.548	0.050	31.399	4.958	14.990	41.143	6.485	1394.040	1.599	2.397	3.676	0.589	222.883	34	0.00 %	0.37	11.33	14.84	1.31	0.000	0.033	0.076	0.019	1.121	0.000	0.015	0.084	0.021	0.511	0.253	0.355	0.496	0.060	12.064	3.569	12.776	41.143	9.101	434.386	1.659	2.763	3.630	0.627	93.933	118	0.00 %	0.37	13.02	13.02	1.00	0.000	0.032	0.081	0.019	3.736	0.000	0.013	0.085	0.021	1.569	0.227	0.341	0.548	0.053	40.256	3.569	14.401	41.143	7.033	1699.270	1.599	2.468	3.676	0.598	291.193		MP-H2O2-4	0	0	0	0	79.23 %	
D:\Data\Vectra3\Park multiplex\MP-H2O2-4\Scan1\MSI	MP-H2O2-4_[57924,15387].im3	DAPI	13			1784	48	#N/A	#N/A	99	0.00 %	0.61	10.03	14.00	1.40	0.000	0.033	0.085	0.018	3.293	0.000	0.033	0.138	0.032	3.222	0.166	0.286	0.415	0.049	28.288	5.758	23.406	35.210	7.694	2317.200	1.604	1.958	2.495	0.212	193.816	37	0.00 %	0.34	12.93	15.15	1.17	0.000	0.035	0.085	0.018	1.295	0.000	0.036	0.114	0.034	1.324	0.196	0.304	0.508	0.063	11.247	0.964	12.423	30.521	10.214	459.663	1.606	2.278	3.985	0.609	84.281	123	0.00 %	0.40	13.73	14.43	1.05	0.000	0.033	0.085	0.018	4.120	0.000	0.033	0.138	0.032	4.065	0.166	0.291	0.508	0.054	35.776	0.964	20.739	35.210	9.842	2550.842	1.604	2.040	3.985	0.405	250.904		MP-H2O2-4	0	0	0	0	86.51 %	
D:\Data\Vectra3\Park multiplex\MP-H2O2-4\Scan1\MSI	MP-H2O2-4_[57924,15387].im3	DAPI	14			1484	49	#N/A	#N/A	172	0.00 %	0.56	12.11	20.69	1.71	0.000	0.013	0.115	0.020	2.242	0.000	0.038	0.142	0.034	6.466	0.051	0.254	0.574	0.068	43.726	3.410	16.261	34.611	7.750	2796.863	1.147	2.117	6.578	0.743	364.194	71	0.00 %	0.18	13.45	33.78	2.51	0.000	0.016	0.071	0.019	1.105	0.000	0.033	0.173	0.037	2.312	0.039	0.256	0.574	0.097	18.172	0.550	4.533	15.381	3.265	321.852	0.439	2.019	7.240	1.100	143.329	232	0.00 %	0.22	13.73	33.53	2.44	0.000	0.014	0.115	0.020	3.289	0.000	0.037	0.173	0.035	8.513	0.039	0.252	0.574	0.075	58.376	0.550	13.057	34.611	8.712	3029.256	0.439	2.043	7.240	0.803	473.869		MP-H2O2-4	0	0	0	0	97.06 %	
D:\Data\Vectra3\Park multiplex\MP-H2O2-4\Scan1\MSI	MP-H2O2-4_[57924,15387].im3	DAPI	15			1499	50	#N/A	#N/A	177	0.00 %	0.58	13.85	19.15	1.38	0.000	0.019	0.171	0.027	3.359	0.000	0.061	0.222	0.049	10.749	0.084	0.225	0.589	0.071	39.844	3.928	16.872	29.572	7.008	2986.321	1.399	2.903	8.000	1.557	513.909	60	0.00 %	0.21	15.87	26.48	1.67	0.000	0.021	0.156	0.034	1.263	0.000	0.032	0.194	0.044	1.904	0.000	0.191	0.574	0.140	11.444	0.325	5.498	18.436	4.728	329.908	0.190	2.146	7.628	1.931	128.736	226	0.00 %	0.26	15.86	26.47	1.67	0.000	0.020	0.171	0.029	4.408	0.000	0.053	0.222	0.049	12.018	0.000	0.214	0.589	0.094	48.426	0.325	14.284	29.572	8.232	3228.281	0.190	2.679	8.000	1.658	605.463		MP-H2O2-4	0	0	0	0	74.33 %	
D:\Data\Vectra3\Park multiplex\MP-H2O2-4\Scan1\MSI	MP-H2O2-4_[57924,15387].im3	DAPI	16			1651	49	#N/A	#N/A	117	0.00 %	0.54	10.92	13.76	1.26	0.000	0.033	0.082	0.018	3.830	0.000	0.027	0.125	0.029	3.147	0.134	0.279	0.395	0.047	32.701	6.032	21.653	34.949	6.384	2533.444	1.600	2.007	2.471	0.199	234.861	45	0.00 %	0.28	12.67	19.77	1.56	0.004	0.039	0.134	0.025	1.744	0.000	0.028	0.101	0.029	1.278	0.140	0.285	0.514	0.078	12.803	1.061	11.126	27.079	8.678	500.679	1.373	2.024	2.783	0.334	91.067	150	0.00 %	0.31	12.69	19.77	1.56	0.000	0.035	0.134	0.020	5.252	0.000	0.028	0.125	0.029	4.191	0.134	0.282	0.514	0.058	42.352	1.061	18.748	34.949	8.665	2812.210	1.373	2.011	2.783	0.245	301.606		MP-H2O2-4	0	0	0	0	85.24 %	
D:\Data\Vectra3\Park multiplex\MP-H2O2-4\Scan1\MSI	MP-H2O2-4_[57924,15387].im3	DAPI	17			1427	53	#N/A	#N/A	257	0.00 %	0.47	19.54	19.83	1.01	0.000	0.019	0.152	0.028	4.780	0.000	0.057	0.231	0.045	14.761	0.126	0.341	0.777	0.112	87.693	3.182	10.569	21.944	4.080	2716.249	0.780	2.738	7.476	1.229	703.639	90	0.00 %	0.14	22.13	36.74	1.66	0.000	0.011	0.092	0.016	1.019	0.000	0.060	0.283	0.054	5.366	0.015	0.214	0.596	0.127	19.295	0.437	3.876	14.451	3.312	348.879	0.209	2.267	8.800	2.114	204.041	344	0.00 %	0.17	22.11	36.76	1.66	0.000	0.017	0.152	0.026	5.763	0.000	0.058	0.283	0.047	20.005	0.015	0.309	0.777	0.129	106.268	0.437	8.816	21.944	4.882	3032.862	0.209	2.621	8.800	1.525	901.648		MP-H2O2-4	0	0	0	0	80.42 %	
D:\Data\Vectra3\Park multiplex\MP-H2O2-4\Scan1\MSI	MP-H2O2-4_[57924,15387].im3	DAPI	18			1791	51	#N/A	#N/A	119	0.00 %	0.49	12.34	14.43	1.17	0.000	0.047	0.147	0.027	5.573	0.000	0.016	0.111	0.024	1.929	0.187	0.273	0.414	0.047	32.487	7.054	29.117	48.717	10.971	3464.898	1.379	1.913	3.210	0.461	227.614	43	0.00 %	0.29	13.02	18.70	1.44	0.006	0.055	0.155	0.038	2.385	0.000	0.024	0.079	0.024	1.016	0.225	0.298	0.386	0.043	12.811	2.181	17.117	41.143	11.824	736.027	1.659	2.385	3.210	0.547	102.564	145	0.00 %	0.33	13.88	19.35	1.39	0.000	0.049	0.155	0.031	7.171	0.000	0.019	0.111	0.024	2.707	0.187	0.278	0.414	0.047	40.266	2.181	26.499	48.717	12.598	3842.309	1.379	2.006	3.210	0.509	290.829		MP-H2O2-4	0	0	0	0	86.26 %	
D:\Data\Vectra3\Park multiplex\MP-H2O2-4\Scan1\MSI	MP-H2O2-4_[57924,15387].im3	DAPI	19			1515	54	#N/A	#N/A	168	0.00 %	0.63	12.01	19.06	1.59	0.000	0.054	0.259	0.055	9.047	0.000	0.034	0.160	0.037	5.788	0.100	0.283	0.465	0.068	47.555	2.637	14.140	21.158	5.176	2375.447	1.544	2.390	4.301	0.522	401.564	63	0.00 %	0.20	19.63	25.84	1.32	0.000	0.023	0.156	0.037	1.463	0.000	0.025	0.152	0.033	1.568	0.000	0.189	0.462	0.145	11.909	0.110	3.507	18.427	4.060	220.920	0.192	1.607	4.784	1.390	101.224	223	0.00 %	0.26	20.00	25.64	1.28	0.000	0.044	0.259	0.052	9.799	0.000	0.032	0.160	0.036	7.184	0.000	0.256	0.465	0.104	57.009	0.110	11.290	21.158	6.867	2517.721	0.192	2.175	4.784	0.932	485.125		MP-H2O2-4	0	0	0	0	69.45 %	
D:\Data\Vectra3\Park multiplex\MP-H2O2-4\Scan1\MSI	MP-H2O2-4_[57924,15387].im3	DAPI	20			1808	53	#N/A	#N/A	138	0.00 %	0.67	13.08	14.42	1.10	0.000	0.026	0.107	0.024	3.613	0.000	0.009	0.078	0.017	1.268	0.188	0.333	0.567	0.060	45.905	4.009	24.239	42.234	10.849	3345.014	1.483	2.360	4.527	0.588	325.722	65	0.00 %	0.19	17.54	25.72	1.47	0.000	0.030	0.081	0.023	1.941	0.000	0.012	0.096	0.024	0.783	0.181	0.369	0.519	0.068	24.002	0.767	7.078	28.487	6.527	460.050	1.793	3.484	6.287	1.222	226.475	196	0.00 %	0.24	17.63	25.65	1.45	0.000	0.027	0.107	0.024	5.369	0.000	0.010	0.096	0.019	1.986	0.181	0.342	0.567	0.064	66.984	0.767	18.943	42.234	12.701	3712.795	1.483	2.721	6.287	1.007	533.388		MP-H2O2-4	0	0	0	0	77.88 %	
D:\Data\Vectra3\Park multiplex\MP-H2O2-4\Scan1\MSI	MP-H2O2-4_[57924,15387].im3	DAPI	21			1645	56	#N/A	#N/A	115	0.00 %	0.56	11.66	12.29	1.05	0.000	0.042	0.206	0.028	4.783	0.000	0.030	0.098	0.028	3.484	0.124	0.262	0.533	0.069	30.078	4.439	18.270	29.409	6.946	2101.004	1.320	1.822	2.316	0.198	209.579	69	0.00 %	0.18	15.16	29.31	1.93	0.002	0.053	0.155	0.038	3.624	0.000	0.025	0.108	0.030	1.737	0.010	0.256	0.534	0.129	17.684	0.619	4.448	24.935	6.449	306.941	0.212	1.707	2.356	0.685	117.778	180	0.00 %	0.18	15.14	29.28	1.93	0.000	0.046	0.206	0.033	8.256	0.000	0.029	0.108	0.029	5.146	0.010	0.259	0.534	0.096	46.632	0.619	13.054	29.409	9.568	2349.809	0.212	1.777	2.356	0.454	319.868		MP-H2O2-4	0	0	0	0	90.18 %	
D:\Data\Vectra3\Park multiplex\MP-H2O2-4\Scan1\MSI	MP-H2O2-4_[57924,15387].im3	DAPI	22			1531	58	#N/A	#N/A	215	0.00 %	0.68	14.01	20.00	1.43	0.000	0.025	0.144	0.032	5.454	0.000	0.045	0.157	0.038	9.638	0.138	0.328	0.552	0.077	70.561	2.450	10.050	15.728	2.495	2160.771	1.724	2.645	4.784	0.624	568.707	67	0.00 %	0.19	19.41	23.86	1.23	0.000	0.018	0.160	0.035	1.197	0.000	0.039	0.152	0.041	2.599	0.018	0.276	0.545	0.142	18.483	0.338	2.832	9.832	2.567	189.774	0.236	2.424	4.784	1.380	162.401	272	0.00 %	0.28	20.35	23.93	1.18	0.000	0.024	0.160	0.033	6.642	0.000	0.043	0.157	0.039	11.721	0.018	0.314	0.552	0.099	85.474	0.338	8.366	15.728	4.014	2275.504	0.236	2.549	4.784	0.843	693.335		MP-H2O2-4	0	0	0	0	64.20 %	
